,userid,post,ques,ans,asker,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3,decision
640,zooshay,Q: Which is the one song that comes to your mind when you think of me? r ( and dnt say obssessed).. loser<br>A: lmao ahh hmm ok ill post itr r http://www.youtube.com/watch?v=Tvejb92LD48r r and yes also an excuse to listen to it again =DD,Which is the one song that comes to your mind when you think of me? r ( and dnt say obssessed).. loser, lmao ahh hmm ok ill post itr r http://www.youtube.com/watch?v=Tvejb92LD48r r and yes also an excuse to listen to it again =DD,Zoowill,Yes,1,loser,No,0,,No,0,, lmao ahh hmm ok ill post itr r http://www.youtube.com/watch?v=Tvejb92LD48r r and yes also an excuse to listen to it again =DD
641,zooshay,Q: Why are cats free and dogs cost money?<br>A: pussys free for ovs reasons and its not cheap being a down ass r b!tc#,Why are cats free and dogs cost money?, pussys free for ovs reasons and its not cheap being a down ass r b!tc#,gabeparham,Yes,10,pussys free for ovs reasons and its not cheap being a down ass r b!tc#,No,0,,No,0,, pussys free for ovs reasons and its not cheap being a down ass r b!tc#
642,zooshay,Q: why would some one hate u?<br>A: i have no idea as well on that but ill let u know when i find out,why would some one hate u?, i have no idea as well on that but ill let u know when i find out,Trebla1,Yes,7,why would some one hate u?,No,0,,No,0,, i have no idea as well on that but ill let u know when i find out
643,zooshay,Q: why would some one love u<br>A: i dont know but when i find out ill let u know :),why would some one love u, i dont know but when i find out ill let u know :),Trebla1,Yes,1,why would some one love u,Yes,3,why would some one love u,No,0,, i dont know but when i find out ill let u know :)
644,zooshay,Q: WUT BrA U&apos;s GoT On?<br>A: pimps and hoes,WUT BrA U&apos;s GoT On?, pimps and hoes,None,Yes,5,BrA,No,0,,No,0,, pimps and hoes
645,zooshay,Q: WuT U FaVEs TyPE aSIaN????????????????????????????????????r<br>A: I like them all im not a hater :P,WuT U FaVEs TyPE aSIaN????????????????????????????????????r, I like them all im not a hater :P,None,Yes,6,asian,No,0,,No,0,, I like them all im not a hater :P
646,zooshay,Q: WUT UP MRS F. WanNA fUk?<br>A: WAT UP ANON AHHH MMMM EHHHHH LOL NO I DONT SLEEP WITH PPL I DONT KNOW SORI,WUT UP MRS F. WanNA fUk?, WAT UP ANON AHHH MMMM EHHHHH LOL NO I DONT SLEEP WITH PPL I DONT KNOW SORI,None,Yes,4,"""""""wanna fuk""""""",No,0,,Yes,1,Wanna fuck, WAT UP ANON AHHH MMMM EHHHHH LOL NO I DONT SLEEP WITH PPL I DONT KNOW SORI
647,zooshay,Q: yakka?<br>A: hard yakka brand of clothes lol,yakka?, hard yakka brand of clothes lol,Trebla1,Yes,0,,No,0,,No,0,, hard yakka brand of clothes lol
648,zooshay,Q: Yea FS is fucking retarded >:(<br>A: i hate this tell clarissa i tryed and it just keeps saying process error :(,Yea FS is fucking retarded >:(, i hate this tell clarissa i tryed and it just keeps saying process error :(,mikearmendariz,Yes,2,FS is fucking retarded,No,0,,Yes,2,Yea FS is fucking retarded >:(, i hate this tell clarissa i tryed and it just keeps saying process error :(
649,zooshay,Q: you call gmac moo?<br>A: yes i do he calls me that to =D,you call gmac moo?, yes i do he calls me that to =D,EnnAyyEnnYou,Yes,3,you call gmac moo?,Yes,1,you call gmac moo?,No,0,, yes i do he calls me that to =D
650,zooshay,Q: You work in a bank  right ?? .. Are you as stuck up looking as every other bank teller lol ?? .. Oh hang on  you don&apos;t work out as a teller  do you ?? ..<br>A: yes i work at the bank :O no im not stuck up lmfao and yes your right im not a teller lol,You work in a bank  right ?? .. Are you as stuck up looking as every other bank teller lol ?? .. Oh hang on  you don&apos;t work out as a teller  do you ?? .., yes i work at the bank :O no im not stuck up lmfao and yes your right im not a teller lol,None,Yes,2,Are you as stuck up looking as every other bank teller lol ?? .. Oh hang on you don't work out as a teller do you,No,0,,No,0,, yes i work at the bank :O no im not stuck up lmfao and yes your right im not a teller lol
651,zooshay,Q: zoomike  zoorissa  zoonata idc.=p<br>A: OMG they not zoos and nata not on here you dork,zoomike  zoorissa  zoonata idc.=p, OMG they not zoos and nata not on here you dork,Zoowill,Yes,4,zoomike zoorissa zoonata,No,0,,No,1,you dork, OMG they not zoos and nata not on here you dork
652,acaciiaaa,Q: .. are you gay?<br>A: Deffently Not.. ;),.. are you gay?, Deffently Not.. ;),None,Yes,1,,No,0,,No,0,, Deffently Not.. ;)
653,acaciiaaa,Q: abcdefghijklmnopqrstuvwxyz<br>A: Woww Youu Knoww The Alphabet ;),abcdefghijklmnopqrstuvwxyz, Woww Youu Knoww The Alphabet ;),None,Yes,3,Woww Youu Knoww The Alphabet ;)D,No,0,,No,0,, Woww Youu Knoww The Alphabet ;)
654,acaciiaaa,Q: Answer your questions biatchh!! :L<br>A: Alrightt Alrightt! Hahaaa,Answer your questions biatchh!! :L, Alrightt Alrightt! Hahaaa,None,Yes,3,biatch,Yes,5,Answer your questions biatchh,Yes,2,biatchh, Alrightt Alrightt! Hahaaa
655,acaciiaaa,Q: Are you a hobo?<br>A: Noo I Am Not!,Are you a hobo?, Noo I Am Not!,None,Yes,7,are you a hobo?,No,0,,No,0,, Noo I Am Not!
656,acaciiaaa,Q: Aree Youu Gaayy;)x<br>A: Ummm  I Think Not.. ;),Aree Youu Gaayy;)x, Ummm  I Think Not.. ;),None,Yes,1,are you gay,Yes,10,are you gay,No,0,, Ummm  I Think Not.. ;)
657,acaciiaaa,Q: Did you know  that i think your gay?<br>A: .....,Did you know  that i think your gay?, .....,None,Yes,8,i think you're gay,No,0,,Yes,7,I think you're gay, .....
658,acaciiaaa,Q: Did you know that you remind me of an old man?<br>A: Oncee Again  Nopee I Did Not  Butt Like i Said Thanks For Imforming Me :),Did you know that you remind me of an old man?, Oncee Again  Nopee I Did Not  Butt Like i Said Thanks For Imforming Me :),None,Yes,3,you remind me of an old man?,Yes,3,you remind me of an old man,Yes,1,you remind me of an old man, Oncee Again  Nopee I Did Not  Butt Like i Said Thanks For Imforming Me :)
659,acaciiaaa,Q: Did you know you are a male anagram of hitler?<br>A: Whats That? :/ Hahaaa,Did you know you are a male anagram of hitler?, Whats That? :/ Hahaaa,None,Yes,5,male anagram of hitler,Yes,1,Did you know you are a male anagram of hitler?,No,0,, Whats That? :/ Hahaaa
660,acaciiaaa,Q: Did you know you smell like an old man?<br>A: Ummm  Nopee I Didntt Butt Thankss For Informing Me :),Did you know you smell like an old man?, Ummm  Nopee I Didntt Butt Thankss For Informing Me :),None,Yes,6,You smell like an old man,Yes,5,you smell,Yes,2,you smell like an old man, Ummm  Nopee I Didntt Butt Thankss For Informing Me :)
661,acaciiaaa,Q: Fanny or dick?<br>A: Willly ;),Fanny or dick?, Willly ;),None,Yes,1,Fanny or dick?,Yes,3,Fanny or dick?,Yes,2,Fanny dick, Willly ;)
662,acaciiaaa,Q: Have you ever visited monkey land?<br>A: Noo  But Youu Haveee Ayy Lauraaa  ;),Have you ever visited monkey land?, Noo  But Youu Haveee Ayy Lauraaa  ;),None,Yes,1,you have,No,0,,No,0,, Noo  But Youu Haveee Ayy Lauraaa  ;)
663,acaciiaaa,Q: Hey my names harry beaver;) <3<br>A: Umm Okayy Thennn,Hey my names harry beaver;) <, Umm Okayy Thennn,None,Yes,3,Umm Okayy Thennn,Yes,2,harry beaver,Yes,6,my names harry beaver, Umm Okayy Thennn
664,acaciiaaa,Q: I think your gay sorry.<br>A: Umm Okayy.. :/,I think your gay sorry., Umm Okayy.. :/,None,Yes,7,gay,Yes,2,I think your gay sorry.,Yes,3,I think your gay sorry., Umm Okayy.. :/
665,acaciiaaa,Q: I want your cock in my mouth.<br>A: Sorry To burst Yourr Bubble  But I Did not know i had a cock?... Bahh. :),I want your cock in my mouth., Sorry To burst Yourr Bubble  But I Did not know i had a cock?... Bahh. :),None,Yes,6,I want your cock in my mouth,No,0,,No,0,, Sorry To burst Yourr Bubble  But I Did not know i had a cock?... Bahh. :)
666,acaciiaaa,Q: I wouldn&#039;t say being gay was cool :L<br>A: Ummm.... I Would ;),I wouldn&#;t say being gay was cool :L, Ummm.... I Would ;),None,Yes,3,"""Question asker infers that there is something wrong with being gay, if the answerer is gay it could be seen as bullying.""",Yes,2,I wouldn't say being gay was cool,Yes,2,I wouldn't say being gay was cool, Ummm.... I Would ;)
667,acaciiaaa,Q: Iloveyou:D  suck my malteaser. x<br>A: ...,Iloveyou:D  suck my malteaser. x, ...,chloeeyboeey,Yes,6,suck my...,No,0,,No,0,, ...
668,acaciiaaa,Q: Isitt truee that you are ginger at heart?<br>A: Falsee! :L,Isitt truee that you are ginger at heart?, Falsee! :L,None,Yes,1,Isitt truee that you are ginger at heart,No,0,,No,0,, Falsee! :L
669,acaciiaaa,Q: stop acting like you know everything. your fat. get over yourself you mouthy slag :L and no your not better then everyone else! (:<br>A: Errmm  Tbh couldnt Give A Flying Fuck What Youu Got To Say  Andd Yess Okay Im Fat  Andd? Get Some Bricks And Build A Bridge And Get Over It ;)... Chickken! Ha!,stop acting like you know everything. your fat. get over yourself you mouthy slag :L and no your not better then everyone else! (:, Errmm  Tbh couldnt Give A Flying Fuck What Youu Got To Say  Andd Yess Okay Im Fat  Andd? Get Some Bricks And Build A Bridge And Get Over It ;)... Chickken! Ha!,None,Yes,10,your fat.get over your self you monthly slag,Yes,5,"""your fat, mouthy slag, your no better then everyone else, couldn't give a flying fuck what you got to say, Chikken""",Yes,6,your fat. get over yourself you mouthy slag :L and no your not better then everyone else!, Errmm  Tbh couldnt Give A Flying Fuck What Youu Got To Say  Andd Yess Okay Im Fat  Andd? Get Some Bricks And Build A Bridge And Get Over It ;)... Chickken! Ha!
670,acaciiaaa,Q: ur ugly and common<br>A: Ohhh  Thanks.. Means Alot ! <3,ur ugly and common, Ohhh  Thanks.. Means Alot ! <3,None,Yes,8,"""ur ugly and common, and means alot""",No,0,,Yes,10,ur ugly and common, Ohhh  Thanks.. Means Alot ! <3
671,acaciiaaa,Q: why are you so gay<br>A: Because I Think It Cool,why are you so gay, Because I Think It Cool,None,Yes,8,why are you so gay?,Yes,1,gay,Yes,3,why are you so gay, Because I Think It Cool
672,acaciiaaa,Q: why are you soo dumb :L<br>A: Immm Nott  Tbh I Dont Thinkk I Amm  Justt Get Things A Lil Late :),why are you soo dumb :L, Immm Nott  Tbh I Dont Thinkk I Amm  Justt Get Things A Lil Late :),None,Yes,1,soo dumb,Yes,4,Why are you soo dumb?,Yes,6,why are you so dumb, Immm Nott  Tbh I Dont Thinkk I Amm  Justt Get Things A Lil Late :)
673,acaciiaaa,Q: why are you soo fat :L<br>A: Well done for stating the obvious! Now why Are Youu Soo Ugly? :L,why are you soo fat :L, Well done for stating the obvious! Now why Are Youu Soo Ugly? :L,None,Yes,2,Soo Ugly,Yes,3,why are you soo fat,Yes,6,fat and ugly, Well done for stating the obvious! Now why Are Youu Soo Ugly? :L
674,acaciiaaa,Q: why are yousoo dumb?<br>A: Imm Not? Well I Dont Mean It :/ x,why are yousoo dumb?, Imm Not? Well I Dont Mean It :/ x,None,Yes,2,so dumb,No,0,,Yes,4,why are yousoo dumb?, Imm Not? Well I Dont Mean It :/ x
675,acaciiaaa,Q: You HAVE to and MUST answer this! would you rather.. drink 10 year out of date milk or lick a camels foreskin then give matt wilson head. :)<br>A: Ermm  I Think I Would Rather Go For The Secound Option  Hahaa :),You HAVE to and MUST answer this! would you rather.. drink  year out of date milk or lick a camels foreskin then give matt wilson head. :), Ermm  I Think I Would Rather Go For The Secound Option  Hahaa :),chloeeyboeey,Yes,2,drink 10 year out of date milk or lick a camels foreskin then give matt wilson head. :),Yes,2,foreskin give head,No,0,, Ermm  I Think I Would Rather Go For The Secound Option  Hahaa :)
676,acaciiaaa,Q: You put them in a circle shaped room and tell them to sit in the corner.<br>A: Yeahh Thats Reallly Not Funnny! A Circle Has No Corners!! Duhh.. Hahaaa :),You put them in a circle shaped room and tell them to sit in the corner., Yeahh Thats Reallly Not Funnny! A Circle Has No Corners!! Duhh.. Hahaaa :),None,Yes,1,(seems like a joke made about someone) you put them in a corner...,No,0,,No,0,, Yeahh Thats Reallly Not Funnny! A Circle Has No Corners!! Duhh.. Hahaaa :)
677,acaciiaaa,Q: Your so pretty I just wish you&#039;d gain some self confidence<br>A: Awww  Thankyouu! I Do.. Sort Of.. :/,Your so pretty I just wish you&#;d gain some self confidence, Awww  Thankyouu! I Do.. Sort Of.. :/,None,Yes,6,I just wish you'd gain some self confidence,No,0,,No,0,, Awww  Thankyouu! I Do.. Sort Of.. :/
678,acaciiaaa,Q: Youu need to answer your questions you gay ;)<br>A: I Amm  I Amm!,Youu need to answer your questions you gay ;), I Amm  I Amm!,None,Yes,3,Youu need to answer your questions you gay ;),Yes,2,gay,Yes,1,, I Amm  I Amm!
679,avlarios,Q: :ccccr no<br>A: hahah ur lame! ]:,:ccccr no, hahah ur lame! ]:,yarravii,Yes,2,ur lame!,Yes,2,hahah ur lame!,No,0,, hahah ur lame! ]:
680,avlarios,Q: ]=<br>A: do you wanna die?,]=, do you wanna die?,None,Yes,10,do you wanna die?,Yes,5,do you wanna die?,Yes,10,do you wanna die, do you wanna die?
